NUM_STUDENTS,seed,pref_thresh,alg,seats,nash,zeros,runtime
1500,9,10,YS,4641.0,2.89064932780559,0,647.8441696166992
3000,6,10,RR,9029.0,2.771202306795918,48,483.14063930511475
3000,6,10,SD,8966.0,2.8117940578721283,135,132.29601287841797
3000,6,10,YS,9247.0,2.87812421679245,0,1224.3551740646362
3000,7,10,RR,9085.0,2.7822220130958795,39,488.0096957683563
3000,7,10,SD,9034.0,2.8216251879387975,124,134.18793892860413
3000,7,10,YS,9311.0,2.900145208008825,0,1246.0103948116302
1000,3,10,ILP,3124.0,2.887036244779558,28,7595.9677629470825
3000,8,10,RR,8997.0,2.7653711130233756,59,481.43263268470764
3000,8,10,SD,8920.0,2.8043339224272303,137,131.10649037361145
3000,8,10,YS,9242.0,2.8610087171818144,0,1239.3915235996246
3000,9,10,RR,9045.0,2.7671304733225575,40,492.3799686431885
3000,9,10,SD,8970.0,2.8091836228098606,128,134.70126867294312
3000,9,10,YS,9309.0,2.8801431624366285,0,1278.3817291259766
1000,4,10,ILP,3124.0,2.9049915572121936,33,6757.618565559387
1000,5,10,ILP,3129.0,2.9167307396475723,41,6050.037774324417
1000,6,10,ILP,3123.0,2.842637917054334,24,6327.643122911453
1000,7,10,ILP,3125.0,2.8583671713334318,25,6529.565900802612
1000,8,10,ILP,3126.0,2.884846822881545,32,6051.926380872726
1000,9,10,ILP,3122.0,2.8803674518818956,31,6165.507600545883
2500,0,10,RR,7540.0,2.7808711221470648,50,405.2833323478699
2500,0,10,SD,7504.0,2.820901904744933,106,109.25141930580139
2500,0,10,YS,7695.0,2.8622711235486866,0,1024.8845074176788
2500,2,10,RR,7538.0,2.7758872412767523,47,410.5108845233917
2500,2,10,SD,7477.0,2.8219601507637972,121,111.25344014167786
2500,2,10,YS,7741.0,2.86960443159112,0,1058.5221717357635
2500,6,10,RR,7500.0,2.7564080773618636,44,399.7598536014557
2500,6,10,SD,7456.0,2.800646706258949,112,108.65247941017151
2500,6,10,YS,7727.000000000001,2.8693799769875277,0,1036.1694729328156
2500,4,10,RR,7632.0,2.8294449689671946,40,410.09037470817566
2500,4,10,SD,7564.999999999999,2.851888633720997,108,111.0623562335968
2500,4,10,YS,7741.0,2.90130626356479,0,1043.249707698822
2500,8,10,RR,7540.0,2.7741497356848512,37,406.59363055229187
2500,8,10,SD,7479.0,2.818323166675927,106,110.76825380325317
2500,8,10,YS,7731.0,2.88119466140624,0,1041.5493059158325
500,10,0,SD,1492.0,2.84834855701187,30,100.81757020950317
500,10,0,RR,1517.0,2.7819939594789784,8,167.58711314201355
500,10,0,ILP,1551.0,2.8885275604249414,22,1031.2633633613586
500,10,0,YS,1551.0,2.88511885779608,0,1114.5546822547913
500,10,8,SD,1491.0,2.8725569111350686,30,23.92682456970215
500,10,8,RR,1508.0,2.78009166126035,9,86.94994783401489
500,10,8,ILP,1547.0,2.9185415582780436,23,2060.6534531116486
500,10,8,YS,1547.0,2.8759434442303466,0,229.93831419944763
500,10,6,SD,1482.0,2.830035975856239,29,23.676262378692627
500,10,6,RR,1493.0,2.725180980081068,8,86.15620541572571
500,10,6,ILP,1540.0,2.841841596942249,17,2060.507542848587
500,10,6,YS,1539.0,2.8596126810658897,0,235.40725946426392
500,10,1,SD,1485.0,2.779627253828473,21,23.015487670898438
500,10,1,RR,1499.0,2.752284135349249,7,86.8701901435852
500,10,1,ILP,1538.0,2.8756685642875524,22,1423.3238787651062
500,10,1,YS,1538.0,2.86623943206153,0,223.82759881019592
2500,1,10,RR,7524.0,2.7768141787116716,48,406.3343198299408
2500,1,10,SD,7459.0,2.8160988938970557,117,112.87366247177124
2500,1,10,YS,7734.0,2.8683873727057363,0,1064.8602633476257
2500,7,10,RR,7569.0,2.7718596585772053,36,403.29604482650757
2500,7,10,SD,7489.0,2.8165604002448696,113,108.80075073242188
2500,7,10,YS,7747.000000000001,2.8798316210647124,0,1035.5450389385223
2500,3,10,RR,7601.0,2.790306695002591,32,415.4315822124481
2500,3,10,SD,7526.000000000001,2.8306557831980137,109,113.13750672340393
2500,3,10,YS,7781.0,2.8980741513922035,0,1076.1065561771393
2500,9,10,RR,7530.0,2.758050676830319,36,410.18206882476807
2500,9,10,SD,7501.0,2.8020961249586636,101,111.82743859291077
2500,9,10,YS,7745.0,2.883594966858946,0,1063.190279006958
2500,5,10,RR,7473.999999999999,2.7461130507220144,47,413.44069051742554
2500,5,10,SD,7415.000000000001,2.7963005712915785,119,113.32531142234802
2500,5,10,YS,7730.0,2.863050272375366,0,1074.4028861522675
500,10,7,SD,1468.0,2.767439531390811,27,22.899691343307495
500,10,7,RR,1489.0,2.720163996430431,9,86.21692848205566
500,10,7,ILP,1543.0,2.854543376155728,16,1100.3162021636963
500,10,7,YS,1543.0,2.8551094050624655,0,229.6358118057251
500,10,9,SD,1491.0,2.830233867683671,27,22.44505524635315
500,10,9,RR,1505.0,2.78714769603036,10,84.27992558479309
500,10,9,ILP,1551.0,2.9035004989071274,22,1233.2165462970734
500,10,9,YS,1551.0,2.879223207452541,0,221.7044277191162
100,10,0,SD,283.0,2.8053663106775075,8,4.6562182903289795
100,10,0,RR,288.0,2.7078065008405865,2,16.12409520149231
100,10,0,ILP,296.0,2.7040288025575587,2,38.450432777404785
100,10,0,YS,322.0,2.994076900694056,0,52.01832985877991
100,10,1,SD,286.0,2.738004204929687,7,4.658097982406616
100,10,1,RR,287.0,2.670456776388531,3,16.30157160758972
100,10,1,ILP,297.0,2.7187591843947776,4,40.72364258766174
100,10,1,YS,313.0,2.871095732615556,0,50.90448808670044
100,10,5,SD,295.0,2.745810113751607,3,4.883709669113159
100,10,5,RR,299.0,2.8027870277633014,0,17.740769624710083
100,10,5,ILP,302.0,2.7513366651160345,0,39.27803874015808
100,10,5,YS,320.0,3.075416913955488,0,52.38778305053711
500,10,2,SD,1484.0,2.794927516924353,24,22.040308237075806
500,10,2,RR,1504.0,2.7695844307215616,6,83.98285269737244
500,10,2,ILP,1555.0,2.8497691172464665,12,1327.701227426529
500,10,2,YS,1555.0,2.8980347211566477,0,220.15827655792236
100,10,6,SD,282.0,2.7186649600269885,6,4.440233945846558
100,10,6,RR,287.0,2.6637297607465613,1,16.119582653045654
100,10,6,ILP,297.0,2.7658878967970177,3,40.69143223762512
100,10,6,YS,311.0,2.924422296289878,0,47.74372100830078
100,10,2,SD,294.0,2.6716583341756075,2,4.945482492446899
100,10,2,RR,298.0,2.7128470879525923,1,17.985821962356567
100,10,2,ILP,307.0,2.738463543349078,2,44.09443712234497
100,10,2,YS,324.0,2.9854758559791064,0,56.887155294418335
100,10,3,SD,292.0,2.7209076409784814,4,4.498556137084961
100,10,3,RR,296.0,2.7535558363856447,1,16.289700746536255
100,10,3,ILP,299.0,2.8887372625272207,6,46.14742469787598
100,10,3,YS,316.0,2.9390340903523273,0,45.67789912223816
100,10,7,SD,286.0,2.769373507725771,8,4.77606463432312
100,10,7,RR,287.0,2.708139192571901,6,17.974908590316772
100,10,7,ILP,302.0,2.7425099216141753,3,43.942046880722046
100,10,7,YS,320.0,2.85996717895094,0,60.59974670410156
100,10,4,SD,294.0,2.7107192488615257,2,5.12856912612915
100,10,4,RR,292.0,2.687515708369418,0,17.79701280593872
100,10,4,ILP,291.0,2.771449944930127,5,47.557844400405884
100,10,4,YS,317.0,2.9509417379766387,0,53.05599665641785
100,10,8,SD,284.0,2.7945947898396932,9,4.629295587539673
100,10,8,RR,292.0,2.7172516960987823,4,17.37472653388977
100,10,8,ILP,303.0,2.7846043625100085,5,46.627951860427856
100,10,8,YS,322.0,2.8878304225082725,0,57.402692556381226
100,10,5,SD,295.0,2.745810113751607,3,4.7155983448028564
100,10,5,RR,299.0,2.8027870277633014,0,17.47213339805603
100,10,5,ILP,302.0,2.7513366651160345,0,48.836814403533936
100,10,5,YS,320.0,3.075416913955488,0,49.95057916641235
100,10,9,SD,287.0,2.7414954181096824,6,4.822606563568115
100,10,9,RR,285.0,2.6958022239335766,3,16.82210373878479
100,10,9,ILP,298.0,2.799479818425606,5,48.45623826980591
100,10,9,YS,307.0,2.803103592591816,0,50.71794891357422
500,10,4,SD,1491.0,2.821004916735767,27,23.452946424484253
500,10,4,RR,1500.0,2.780314240476784,10,85.86781597137451
500,10,4,ILP,1539.0,2.8499527673977,19,974.6319694519043
500,10,4,YS,1539.0,2.864078726116966,0,226.28639698028564
500,10,3,SD,1477.0,2.7851728280465724,23,21.79479694366455
500,10,3,RR,1498.0,2.76168424787549,7,83.8278260231018
500,10,3,ILP,1528.0,2.804644027486456,17,1749.2218959331512
500,10,3,YS,1528.0,2.840328188499359,0,206.87017679214478
500,10,5,SD,1491.0,2.8542239172298665,28,23.04865288734436
500,10,5,RR,1506.0,2.755714038579022,6,86.36770367622375
500,10,5,ILP,1549.0,2.831631929705998,13,1195.2064554691315
500,10,5,YS,1549.0,2.893304693939536,0,224.381409406662
500,10,4,SD,1491.0,2.821004916735767,27,21.763847827911377
500,10,4,RR,1500.0,2.780314240476784,10,83.01295614242554
500,10,4,ILP,1539.0,2.8499527673977,19,1470.3485975265503
500,10,4,YS,1539.0,2.864078726116966,0,205.538507938385
500,10,5,SD,1491.0,2.8542239172298665,28,21.663246154785156
500,10,5,RR,1506.0,2.755714038579022,6,84.65677881240845
500,10,5,ILP,1549.0,2.831631929705998,13,1405.0518426895142
500,10,5,YS,1549.0,2.893304693939536,0,212.67002606391907
500,10,6,SD,1482.0,2.830035975856239,29,21.11263084411621
500,10,6,RR,1493.0,2.725180980081068,8,82.96401643753052
500,10,6,ILP,1540.0,2.841841596942249,17,1359.021145105362
500,10,6,YS,1539.0,2.8596126810658897,0,208.98969078063965
500,10,7,SD,1468.0,2.767439531390811,27,21.181609392166138
500,10,7,RR,1489.0,2.720163996430431,9,84.11287760734558
500,10,7,ILP,1543.0,2.854543376155728,16,1367.220810174942
500,10,7,YS,1543.0,2.8551094050624655,0,214.93183374404907
500,10,8,SD,1491.0,2.8725569111350686,30,20.9239022731781
500,10,8,RR,1508.0,2.78009166126035,9,83.93115043640137
500,10,8,ILP,1547.0,2.9185415582780436,23,1430.2895302772522
500,10,8,YS,1547.0,2.8759434442303466,0,205.46989750862122
500,10,9,SD,1491.0,2.830233867683671,27,20.636194467544556
500,10,9,RR,1505.0,2.78714769603036,10,82.86967301368713
500,10,9,ILP,1551.0,2.9035004989071274,22,1438.5315170288086
500,10,9,YS,1551.0,2.879223207452541,0,207.26914596557617
200,10,5,SD,310.0,2.060245079522235,72,7.96571946144104
200,10,5,RR,310.0,1.5490973150623915,11,19.028753519058228
200,10,5,ILP,313.0,1.7549975198089423,45,155.65604734420776
200,10,5,YS,341.0,1.6398545286791588,1,42.33355402946472
200,10,6,SD,306.0,1.9889653293976768,69,8.320534467697144
200,10,6,RR,306.0,1.519583402824296,11,20.256351947784424
200,10,6,ILP,309.0,1.7691666033316262,47,149.4528727531433
200,10,6,YS,345.0,1.6529006363084247,0,44.68855905532837
300,10,5,SD,312.99999999999994,1.8654639270287992,160,11.933278799057007
300,10,5,RR,312.99999999999994,1.1480883890129236,39,22.954731464385986
300,10,5,ILP,312.99999999999994,1.4388537908617616,105,339.1425995826721
300,10,5,YS,359.00000000000006,1.1656126465198888,6,50.19105863571167
200,10,7,SD,310.0,2.044840875772892,70,7.627246141433716
200,10,7,RR,310.0,1.5582104053080799,14,18.944603443145752
200,10,7,ILP,313.0,1.6867850247798177,38,150.51123547554016
200,10,7,YS,344.0,1.6448144140412935,0,41.21387720108032
400,10,5,SD,313.0,1.813537033213322,254,15.581767320632935
400,10,5,RR,313.0,1.0207328040494326,96,26.583073139190674
400,10,5,ILP,313.0,1.3418092688111778,186,640.9712841510773
400,10,5,YS,383.0,1.0452795934824688,40,55.49979519844055
300,10,6,SD,312.99999999999994,1.949223896621793,164,11.773633241653442
300,10,6,RR,312.99999999999994,1.1372946380931321,36,23.360019207000732
300,10,6,ILP,312.99999999999994,1.4281659229750643,104,335.63099694252014
300,10,6,YS,364.99999999999994,1.1719867253208711,3,49.212990522384644
200,10,8,SD,308.0,2.0329398404342736,70,7.862034320831299
200,10,8,RR,308.0,1.556238205508373,14,19.15990447998047
200,10,8,ILP,311.0,1.6552897774257491,37,150.79254388809204
200,10,8,YS,341.0,1.6301446648052518,0,40.817434549331665
200,10,9,SD,308.0,2.01981608401995,68,13.323591470718384
200,10,9,RR,308.0,1.5080197560636257,10,31.714303255081177
200,10,9,ILP,310.0,1.692390235749058,39,219.36663675308228
200,10,9,YS,345.0,1.6529006363084247,0,65.8945243358612
300,10,7,SD,312.0,1.9085585693851088,163,11.637129545211792
300,10,7,RR,312.99999999999994,1.1630384819646646,43,23.0273756980896
300,10,7,ILP,312.99999999999994,1.4493520983971397,106,454.30052733421326
300,10,7,YS,364.0,1.182894016894322,7,48.24363350868225
400,10,6,SD,313.0,1.9447442620235227,263,14.972625255584717
400,10,6,RR,313.0,1.0159826863855885,94,26.050732135772705
400,10,6,ILP,313.0,1.3169371730608936,183,755.3027772903442
400,10,6,YS,379.0,1.0351655392820314,39,51.89876651763916
300,10,8,SD,312.99999999999994,1.8788847461504976,159,11.890324354171753
300,10,8,RR,312.99999999999994,1.13028902460763,34,24.327531099319458
300,10,8,ILP,312.99999999999994,1.421805246614824,102,336.4515781402588
300,10,8,YS,370.0,1.1962371284589526,6,50.62612199783325
300,10,9,SD,312.99999999999994,2.011115671877142,169,11.519263744354248
300,10,9,RR,312.99999999999994,1.1746927553039102,46,23.58798885345459
300,10,9,ILP,312.99999999999994,1.4543827551262383,108,336.62563037872314
300,10,9,YS,364.99999999999994,1.1856956901223734,7,49.36692237854004
400,10,7,SD,313.0,1.8270662719453423,255,15.164216995239258
400,10,7,RR,313.0,1.0304920203292975,100,27.040671586990356
400,10,7,ILP,313.0,1.2895943240132204,176,632.4533290863037
400,10,7,YS,388.0,1.0553911403631058,40,54.15165305137634
400,10,8,SD,313.0,1.8698244536433644,261,15.444034814834595
400,10,8,RR,313.0,1.0159826863855885,94,27.57288908958435
400,10,8,ILP,313.0,1.2673906163444146,172,637.5133292675018
400,10,8,YS,385.0,1.0493125346878989,40,53.08527445793152
400,10,9,SD,312.0,1.9037759748786671,262,15.937302827835083
400,10,9,RR,313.0,1.0207328040494326,96,27.79064655303955
400,10,9,ILP,313.0,1.3407444013794536,186,635.5863728523254
400,10,9,YS,388.0,1.0532093569389809,39,54.43533539772034
